股票代號,股票名稱,收盤價,MA5,MA20,MA60,成交量,成交值,量MA5,RSI,5日漲幅
8921,沈氏,18.5,18.35,18.31,17.79,1000,18500,1722,56.21,0.0
8923,時報,20.1,19.73,19.49,19.66,0,0,4025,60.96,4.15
8924,大田,63.5,63.96,65.04,67.21,430632,27345132,210851,30.22,-1.24
8927,北基,18.3,18.85,19.94,22.46,1163792,21297392,647679,31.29,-6.39
8928,鉅明,21.1,21.34,21.38,22.73,33040,697144,25411,37.66,-2.09
8929,富堡,13.75,14.04,14.49,15.4,35803,492291,60138,28.31,-5.5
8930,青鋼,28.55,28.57,29.06,30.32,40554,1157816,80311,36.3,0.53
8931,大汽電,43.5,42.49,42.0,43.48,284057,12356479,119822,63.83,3.82
8932,智通*,100.0,101.6,96.3,91.29,3080010,308001000,3945587,56.69,1.11
8933,愛地雅,4.3,4.39,5.33,6.19,456714,1963870,895683,10.63,-1.83
8935,邦泰,19.8,20.04,19.24,19.05,515180,10200563,575040,55.05,0.76
8936,國統,50.0,50.18,50.63,51.35,2591302,129565100,2176674,45.84,1.21
8937,合騏,30.35,31.2,33.4,35.86,322714,9794370,499365,35.61,-4.56
8938,明安,52.7,53.78,55.64,61.68,628091,33100396,372406,19.74,-2.59
8941,關中,44.3,44.25,44.34,45.2,10819,479281,6013,46.02,-0.23
8942,森鉅,40.3,41.01,42.55,40.1,396767,15989709,436091,42.4,-2.18
9103,美德醫療-DR,5.43,5.28,4.92,5.01,2851424,15483231,3201462,63.24,9.26
9105,泰金寶-DR,8.56,7.41,6.16,5.82,339108352,2902767635,117524000,85.18,53.13
9110,越南控-DR,2.69,2.58,2.77,2.98,47000,126430,103400,43.69,-0.74
9136,巨騰-DR,11.45,11.06,11.8,10.41,1739000,19911549,1444405,52.08,4.09
9802,富邦旗艦50,73.4,74.42,77.66,80.01,864761,63473458,864454,37.28,-3.29
9902,台火,13.7,13.77,14.06,14.54,194546,2665280,164940,38.43,0.0
9904,寶成,25.35,25.63,25.8,27.62,16941093,429456714,14189860,31.51,-1.17
9905,大華,20.65,20.7,21.02,21.07,99502,2054716,184009,38.25,-0.72
9906,欣巴巴,33.4,33.95,34.88,39.17,211311,7057787,239935,37.57,0.75
9907,統一實,15.85,15.93,16.62,17.71,3154847,50004326,3324868,20.81,-0.31
9908,大台北,29.15,29.14,29.32,29.9,282508,8235108,250951,40.75,0.0
9910,豐泰,67.2,68.08,70.21,77.79,3253491,218634585,2670361,31.49,-4.14
9911,櫻花,82.0,82.34,82.72,85.63,412537,33828034,302332,39.88,-0.97
9912,偉聯,12.45,12.51,12.53,12.48,43633,543230,88588,48.5,-0.4
9914,美利達,64.9,67.64,62.88,64.42,2067885,134205739,2226781,51.82,-5.26
9917,中保科,114.0,112.9,112.92,112.81,433539,49423446,395875,55.11,0.88
9918,欣天然,43.6,43.38,43.24,45.49,94896,4137465,83595,50.41,0.35
9919,康那香,14.15,14.23,14.27,15.0,445509,6303952,559991,40.41,-0.7
9921,巨大,66.2,68.96,70.07,71.13,2311731,153036585,1696240,39.3,-6.23
9924,福興,41.7,41.96,42.62,44.52,273850,11419545,217504,29.56,-0.48
9925,新保,40.2,40.19,40.26,40.56,222401,8940520,224259,40.84,0.12
9926,新海,48.95,48.96,49.15,49.91,17603,861666,34120,37.12,-0.2
9927,泰銘,67.5,67.46,67.88,68.22,76662,5174685,108154,45.06,1.2
9928,中視,17.8,17.85,17.71,17.79,43297,770686,53151,51.93,0.56
9929,秋雨,11.35,11.52,11.64,11.8,8001,90811,19273,44.84,-0.44
9930,中聯資源,68.3,68.02,68.93,69.99,98991,6761085,98515,40.81,1.04
9931,欣高,33.8,33.85,34.25,37.08,88229,2982140,59919,35.13,-0.29
9933,中鼎,39.35,39.67,37.75,35.9,6666459,262325151,6280859,59.83,1.55
9934,成霖,9.54,9.67,9.5,9.51,375799,3585122,475737,49.27,-1.75
9935,慶豐富,18.5,18.59,18.4,18.83,423023,7825925,351856,48.46,-0.27
9937,全國,55.4,55.54,56.24,56.93,48592,2691996,45320,32.98,-1.07
9938,百和,42.35,42.81,44.1,46.07,2052610,86928030,2096091,30.56,-2.42
9939,宏全,122.5,124.5,119.15,118.13,843691,103352147,1088927,55.11,-1.21
9940,信義,18.6,18.7,19.09,19.8,487346,9064635,425278,34.61,-1.06
9941,裕融,72.0,72.98,74.57,76.01,2497415,179813880,1661540,30.57,-2.31
9942,茂順,117.0,117.2,118.05,116.77,75492,8832564,87668,47.43,0.0
9943,好樂迪,55.2,55.52,55.76,56.9,73589,4062112,114985,42.18,0.18
9944,新麗,16.85,16.97,16.8,16.58,120361,2028082,158798,52.63,-0.88
9945,潤泰新,23.25,23.31,23.44,25.15,7520021,174840488,8990578,42.15,-0.64
9946,三發地產,16.2,16.51,16.38,17.0,498838,8081175,476031,39.98,-3.57
9955,佳龍,27.75,28.03,28.88,31.17,387708,10758897,362912,33.42,0.0
9958,世紀鋼,102.0,103.2,103.55,111.86,2398939,244691778,2364396,44.13,0.99
